merger,error_of_value,error_thermal,error_renewable,error_nsp,error_1_to_2,error_1_to_3,error_2_to_1,error_2_to_3,error_3_to_1,error_3_to_2,rel_error_of_value,rel_error_thermal,rel_error_renewable,rel_error_nsp,rel_error_1_to_2,rel_error_1_to_3,rel_error_2_to_1,rel_error_2_to_3,rel_error_3_to_1,rel_error_3_to_2
"['1+3+4', '2+7', '5+6+8']",856066634.6750847,-77682.43753599375,-93963.94012700068,171646.37766300014,0.0,0.0,-95869.24659401039,0.0,-75777.13106900034,-18186.80905800039,0.931780437226086,-0.03303865128503425,-0.07653565905767734,1.0,0.0,0.0,-0.03488131878570511,0.0,-0.0912391717458878,-0.04578965037012739
"['1+3+4', '2+7', '5+8', '6']",261535295.84130788,41799.73429900594,-93963.94012700068,52164.20582800005,0.0,0.0,23612.925240989774,0.0,-75777.13106900034,-18186.80905800039,0.28466647622770636,0.017777594127013074,-0.07653565905767734,0.30390507820920065,0.0,0.0,0.008591388813995793,0.0,-0.0912391717458878,-0.04578965037012739
"['1+3+4', '2+7+8', '5', '6']",71592299.38107038,105643.66827500565,-119525.47733300063,13881.809058000072,0.0,0.0,183350.3220109893,0.0,-197232.13106900034,77706.65373599954,0.07792419575449683,0.0449306745169078,-0.0973560832964262,0.0808744655553102,0.0,0.0,0.06671066331219688,0.0,-0.23747661103751727,0.19564512359790398
"['1+3+4', '2+7+8', '5+6']",385105179.3810714,42638.66827500565,-119525.47733300063,76886.80905800029,0.0,0.0,183350.3220109893,0.0,-260237.13106900034,140711.65373599954,0.4191653521900409,0.018134396101351036,-0.0973560832964262,0.44793726558538327,0.0,0.0,0.06671066331219688,0.0,-0.31333754605517083,0.35427531058503625
"['1+3+4', '2+8', '5', '6', '7']",2363250.689368248,112345.47733300598,-112345.47733300063,8.731149137020111e-11,0.0,0.0,152302.13106898963,0.0,-152302.13106900034,39956.65373599954,0.0025722656057610704,0.04778098070540193,-0.09150781819290477,5.551115123125783e-16,0.0,0.0,0.05541400787321493,0.0,-0.18337881228593922,0.10060045160735975
"['1+3+4', '2+8', '5', '6+7']",226084992.68936837,74595.47733300598,-119525.47733300063,44930.00000000012,0.0,0.0,152302.13106898963,0.0,-197232.13106900034,77706.65373599954,0.24608081287773997,0.03172575476798001,-0.0973560832964262,0.2617590922204772,0.0,0.0,0.05541400787321493,0.0,-0.23747661103751727,0.19564512359790398
"['1+3+4', '2+8', '5+6', '7']",315876130.6893692,49340.47733300598,-112345.47733300063,63005.00000000029,0.0,0.0,152302.13106898963,0.0,-215307.13106900034,102961.65373599954,0.34381342204130516,0.02098470228984517,-0.09150781819290477,0.3670628000300735,0.0,0.0,0.05541400787321493,0.0,-0.2592397473035928,0.2592306385944919
"['1+3+4', '2+8', '5+6+7']",539597872.6893685,11590.477333005983,-119525.47733300063,107935.00000000017,0.0,0.0,152302.13106898963,0.0,-260237.13106900034,140711.65373599954,0.5873219693132832,0.0049294763524232454,-0.0973560832964262,0.6288218922505494,0.0,0.0,0.05541400787321493,0.0,-0.31333754605517083,0.35427531058503625
"['1+3+4', '2+8', '5+7', '6']",2513312.689368248,119525.47733300598,-119525.47733300063,8.731149137020111e-11,0.0,0.0,152302.13106898963,0.0,-152302.13106900034,32776.65373599954,0.0027355996621387657,0.05083466341349974,-0.0973560832964262,5.551115123125783e-16,0.0,0.0,0.05541400787321493,0.0,-0.18337881228593922,0.08252308088174098
"['1+3+4+5', '2', '6', '7', '8']",191375396.84029353,4049.734299006406,-42332.13106900081,38282.39677000005,0.0,0.0,-25510.265701010358,0.0,-12772.131069000228,-29560.000000000582,0.20830136781331832,0.0017223681895913723,-0.034480435221244665,0.2230306126538909,0.0,0.0,-0.009281722156358141,0.0,-0.015378236728234018,-0.07442438421299458
"['1+3+4+5', '2', '6', '7+8']",260604445.53199565,-2652.0747589934617,-49512.13106900104,52164.20582800005,0.0,0.0,5537.92524099024,0.0,-57702.13106900046,8189.999999999418,0.28365329796205396,-0.0011279379989026506,-0.04032870032476632,0.30390507820920065,0.0,0.0,0.002014933282624254,0.0,-0.06947603547981229,0.02062028777754976
"['1+3+4+5', '2', '6+7', '8']",415097138.84029365,-33700.265700993594,-49512.13106900081,83212.3967700001,0.0,0.0,-25510.265701010358,0.0,-57702.13106900023,8189.999999999418,0.4518099150852971,-0.014332857747830552,-0.04032870032476632,0.4847897048743677,0.0,0.0,-0.009281722156358141,0.0,-0.06947603547981207,0.02062028777754976
"['1+3+4+5', '2', '6+7+8']",855135784.3657725,-122134.24659399316,-49512.13106900104,171646.37766300014,0.0,0.0,-113944.24659400946,0.0,-57702.13106900058,8189.999999999418,0.9307672589604336,-0.05194418341094997,-0.04032870032476632,1.0,0.0,0.0,-0.041457774317076534,0.0,-0.06947603547981251,0.02062028777754976
"['1+3+4+5', '2', '6+8', '7']",785906735.6740704,-115432.43753599375,-42332.13106900081,157764.56860500015,0.0,0.0,-144992.43753601005,0.0,-12772.131069000345,-29560.000000000582,0.8554153288116978,-0.049093877222456284,-0.034480435221244665,0.9191255344446903,0.0,0.0,-0.05275442975605893,0.0,-0.015378236728234018,-0.07442438421299458
"['1+3+4+5', '2+6', '7', '8']",787382837.1109879,-45419.091271993704,-112345.47733300063,157764.56860500015,0.0,0.0,-16767.437536010053,0.0,-140997.13106900023,28651.653735999425,0.8570219822970344,-0.01931692111905292,-0.09150781819290477,0.9191255344446903,0.0,0.0,-0.006100708566009638,0.0,-0.16976706924372698,0.07213740480330377
"['1+3+4+5', '2+6', '7+8']",856611885.8026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,66401.65373599943,0.9323739124457702,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.167182076793848
"['1+3+4+5', '2+6+7', '8']",856607392.80269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,-30649.246594010387,0.0,-140997.13106900023,21471.653735999425,0.9323690220676911,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,-0.011151502478315756,0.0,-0.16976706924372698,0.054060034077685004
"['1+3+4+5', '2+6+7+8']",856613016.30269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,25585.753405989613,0.0,-197232.13106900023,77706.65373599943,0.9323751429315077,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,0.00930918780144585,0.0,-0.23747661103751727,0.19564512359790376
"['1+3+4+5', '2+6+8', '7']",787383967.6109879,-45419.09127199417,-112345.47733300063,157764.56860500015,0.0,0.0,-5462.437536010519,0.0,-152302.13106900023,39956.653735999425,0.8570232127827719,-0.019316921119053143,-0.09150781819290477,0.9191255344446903,0.0,0.0,-0.001987467637536211,0.0,-0.183378812285939,0.10060045160735942
"['1+3+4+5', '2+7', '6', '8']",261528995.34130788,41799.734299006406,-93963.94012700068,52164.20582800005,0.0,0.0,-39392.074759010226,0.0,-12772.131069000228,-81191.80905800051,0.28465961848742427,0.017777594127013296,-0.07653565905767734,0.30390507820920065,0.0,0.0,-0.014332516068664036,0.0,-0.015378236728234018,-0.20441983735725988
"['1+3+4+5', '2+7', '6+8']",856060334.1750847,-77682.43753599375,-93963.94012700068,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-81191.80905800051,0.9317735794858039,-0.03303865128503425,-0.07653565905767734,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.20441983735725988
"['1+3+4+5', '2+7+8', '6']",262081677.46891332,67361.27150500566,-119525.47733300063,52164.20582800005,0.0,0.0,145067.9252409893,0.0,-197232.13106900034,77706.65373599943,0.2852611819331281,0.028649018104500268,-0.0973560832964262,0.30390507820920065,0.0,0.0,0.05278189540114664,0.0,-0.23747661103751727,0.19564512359790376
"['1+3+4+5', '2+8', '6', '7']",192852628.77721107,74063.08056300599,-112345.47733300063,38282.39677000005,0.0,0.0,114019.73429898964,0.0,-152302.13106900034,39956.653735999425,0.20990925178439235,0.03149932429299451,-0.09150781819290477,0.2230306126538909,0.0,0.0,0.04148523996216458,0.0,-0.18337881228593922,0.10060045160735942
"['1+3+4+5', '2+8', '6+7']",416574370.77721125,36313.08056300599,-119525.47733300063,83212.3967700001,0.0,0.0,114019.73429898964,0.0,-197232.13106900034,77706.65373599943,0.45341779905637125,0.015444098355572589,-0.0973560832964262,0.4847897048743677,0.0,0.0,0.04148523996216458,0.0,-0.23747661103751727,0.19564512359790376
"['1+3+4+5+6', '2', '7', '8']",785919558.1740704,-115432.43753599329,-42332.13106900081,157764.56860500015,0.0,0.0,-16767.437536010053,0.0,-140997.13106900023,98664.99999999936,0.8554292853825679,-0.04909387722245606,-0.034480435221244665,0.9191255344446903,0.0,0.0,-0.006100708566009638,0.0,-0.16976706924372698,0.24841278309793347
"['1+3+4+5+6', '2', '7+8']",855148606.8657725,-122134.24659399316,-49512.13106900104,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,136414.9999999994,0.9307812155313036,-0.05194418341094997,-0.04032870032476632,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.3434574550884778
"['1+3+4+5+6', '2+7', '8']",856073156.6750847,-77682.43753599329,-93963.94012700068,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,47033.19094199943,0.9317875360566739,-0.033038651285034026,-0.07653565905767734,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.11841732995366816
"['1+3+4+5+6', '2+7+8']",856625838.80269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,153810.7534059896,0.0,-325457.13106900034,205931.6537359994,0.9323890995023777,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,0.05596290899149503,0.0,-0.39186544355301023,0.5184822909088318
"['1+3+4+5+6', '2+8', '7']",787396790.1109879,-45419.09127199324,-112345.47733300063,157764.56860500015,0.0,0.0,122762.56246398995,0.0,-280527.13106900034,168181.6537359994,0.857037169353642,-0.0193169211190527,-0.09150781819290477,0.9191255344446903,0.0,0.0,0.04466625355251308,0.0,-0.3377676448014322,0.42343761891828746
"['1+3+4+5+6+7', '2', '8']",855144113.8657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,-30649.246594009455,0.0,-140997.13106900023,91484.99999999959,0.9307763251532245,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,-0.011151502478315312,0.0,-0.16976706924372698,0.23033541237231525
"['1+3+4+5+6+7', '2+8']",856621345.8026901,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,108880.75340599008,0.0,-280527.13106900034,161001.65373599957,0.9323842091242986,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,0.039615459640207185,0.0,-0.3377676448014322,0.40536024819266925
"['1+3+4+5+6+7+8', '2']",855167731.8657725,-122134.24659399362,-49512.13106900058,171646.37766300014,0.0,0.0,205530.75340599008,0.0,-377177.13106900034,327664.99999999953,0.9308020320193433,-0.051944183410950195,-0.0403287003247661,1.0,0.0,0.0,0.07478084979827515,0.0,-0.4541387164537809,0.824975164179646
"['1+3+4+5+6+8', '2', '7']",785938683.1740704,-115432.43753599422,-42332.13106900058,157764.56860500015,0.0,0.0,174482.56246398948,0.0,-332247.13106900034,289914.99999999953,0.8554501018706075,-0.049093877222456506,-0.03448043522124444,0.9191255344446903,0.0,0.0,0.06348419435929276,0.0,-0.4000409177022026,0.7299304921891018
"['1+3+4+5+6+8', '2+7']",856092281.6750847,-77682.43753599422,-93963.94012700045,171646.37766300014,0.0,0.0,160600.7534059896,0.0,-332247.13106900034,238283.19094199958,0.9318083525447136,-0.03303865128503447,-0.07653565905767734,1.0,0.0,0.0,0.05843340044698686,0.0,-0.4000409177022026,0.5999350390448364
"['1+3+4+5+7', '2', '6', '8']",260599952.53199565,-2652.0747589939274,-49512.13106900058,52164.20582800005,0.0,0.0,-39392.074759010226,0.0,-12772.131069000228,-36740.000000000466,0.2836484075839749,-0.0011279379989028726,-0.0403287003247661,0.30390507820920065,0.0,0.0,-0.014332516068664036,0.0,-0.015378236728234018,-0.0925017549386129
"['1+3+4+5+7', '2', '6+8']",855131291.3657725,-122134.24659399409,-49512.13106900058,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-36740.000000000466,0.9307623685823545,-0.05194418341095042,-0.0403287003247661,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.0925017549386129
"['1+3+4+5+7', '2+6', '8']",856607392.8026901,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,21471.653735999542,0.9323690220676911,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.05406003407768534
"['1+3+4+5+7', '2+6+8']",856608523.30269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,-19344.246594010387,0.0,-152302.13106900023,32776.65373599954,0.9323702525534285,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,-0.0070382615498423284,0.0,-0.183378812285939,0.08252308088174098
"['1+3+4+5+7', '2+8', '6']",262077184.46891332,67361.27150500612,-119525.47733300063,52164.20582800005,0.0,0.0,100137.92524098977,0.0,-152302.13106900034,32776.65373599954,0.28525629155504906,0.02864901810450049,-0.0973560832964262,0.30390507820920065,0.0,0.0,0.03643444604985868,0.0,-0.18337881228593922,0.08252308088174098
"['1+3+4+5+7+8', '2', '6']",260633839.53199565,-2652.0747589934617,-49512.13106900058,52164.20582800005,0.0,0.0,299477.92524099024,0.0,-351642.13106900034,302129.9999999996,0.2836852916796718,-0.0011279379989026506,-0.0403287003247661,0.30390507820920065,0.0,0.0,0.10896283584923039,0.0,-0.42339339503999174,0.7606846820795522
"['1+3+4+5+7+8', '2+6']",856641279.8026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,308220.75340599054,0.0,-479867.13106900034,360341.65373599966,0.932405906163388,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,0.11214384943957889,0.0,-0.5777822275554847,0.9072464710958505
"['1+3+4+5+8', '2', '6', '7']",191407344.34029353,4049.7342990059406,-42332.13106900058,38282.39677000005,0.0,0.0,293964.73429898964,0.0,-332247.13106900034,289914.99999999953,0.20833614087222807,0.0017223681895911502,-0.03448043522124444,0.2230306126538909,0.0,0.0,0.10695690195899377,0.0,-0.4000409177022026,0.7299304921891018
"['1+3+4+5+8', '2', '6+7']",415129086.34029365,-33700.26570099406,-49512.13106900058,83212.3967700001,0.0,0.0,293964.73429898964,0.0,-377177.13106900034,327664.99999999953,0.451844688144207,-0.014332857747830774,-0.0403287003247661,0.4847897048743677,0.0,0.0,0.10695690195899377,0.0,-0.4541387164537809,0.824975164179646
"['1+3+4+5+8', '2+6', '7']",787414784.6109879,-45419.091271993704,-112345.47733300063,157764.56860500015,0.0,0.0,302707.56246398995,0.0,-460472.13106900034,348126.6537359996,0.8570567553559443,-0.01931692111905292,-0.09150781819290477,0.9191255344446903,0.0,0.0,0.11013791554934216,0.0,-0.5544297502176958,0.8764922812054001
"['1+3+4+5+8', '2+6+7']",856639340.30269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,288825.7534059896,0.0,-460472.13106900034,340946.65373599954,0.9324037951266009,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,0.10508712163703615,0.0,-0.5544297502176958,0.8584149104797814
"['1+3+4+5+8', '2+7', '6']",261560942.84130788,41799.73429900594,-93963.94012700068,52164.20582800005,0.0,0.0,280082.9252409893,0.0,-332247.13106900034,238283.19094199958,0.28469439154633414,0.017777594127013074,-0.07653565905767734,0.30390507820920065,0.0,0.0,0.10190610804668765,0.0,-0.4000409177022026,0.5999350390448364
"['1+3+4+6', '2', '5', '7', '8']",595430180.0862274,-77150.04076599423,-42332.13106900058,119482.17183500016,0.0,0.0,21514.95923398994,0.0,-140997.13106900023,98664.99999999959,0.6480922992039366,-0.032812220810048975,-0.03448043522124444,0.6960949217907998,0.0,0.0,0.007828059345040717,0.0,-0.16976706924372698,0.24841278309793402
"['1+3+4+6', '2', '5', '7+8']",664659228.7779295,-83851.84982399363,-49512.13106900058,133363.98089300015,0.0,0.0,52563.15017599007,0.0,-185927.13106900046,136414.9999999996,0.7234442293526724,-0.03566252699854289,-0.0403287003247661,0.7769693873461095,0.0,0.0,0.01912471478402289,0.0,-0.22386486799530525,0.34345745508847825
"['1+3+4+6', '2', '5+7', '8']",595580242.0862275,-69970.04076599423,-49512.13106900058,119482.17183500019,0.0,0.0,21514.95923398994,0.0,-140997.13106900023,91484.99999999959,0.6482556332603143,-0.02975853810195117,-0.0403287003247661,0.6960949217907999,0.0,0.0,0.007828059345040717,0.0,-0.16976706924372698,0.23033541237231525
"['1+3+4+6', '2', '5+7+8']",855154907.3657725,-122134.24659399409,-49512.13106900058,171646.37766300014,0.0,0.0,77285.75340599008,0.0,-248932.13106900034,199419.9999999996,0.9307880732715856,-0.05194418341095042,-0.0403287003247661,1.0,0.0,0.0,0.028119851755632363,0.0,-0.2997258030129588,0.5020876420756104
"['1+3+4+6', '2', '5+8', '7']",785925858.6740704,-115432.43753599375,-42332.13106900058,157764.56860500015,0.0,0.0,46237.56246398995,0.0,-204002.13106900034,161669.9999999996,0.8554361431228499,-0.049093877222456284,-0.03448043522124444,0.9191255344446903,0.0,0.0,0.01682319631665019,0.0,-0.24562800426138076,0.4070429700850662
"['1+3+4+6', '2+5', '7', '8']",787382837.1109879,-45419.09127199417,-112345.47733300063,157764.56860500015,0.0,0.0,-16767.437536010053,0.0,-140997.13106900023,28651.6537359996,0.8570219822970344,-0.019316921119053143,-0.09150781819290477,0.9191255344446903,0.0,0.0,-0.006100708566009638,0.0,-0.16976706924372698,0.07213740480330422
"['1+3+4+6', '2+5', '7+8']",856611885.80269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,66401.6537359996,0.9323739124457702,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.16718207679384844
"['1+3+4+6', '2+5+7', '8']",856607392.80269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,-30649.246594010387,0.0,-140997.13106900023,21471.6537359996,0.9323690220676911,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,-0.011151502478315756,0.0,-0.16976706924372698,0.05406003407768545
"['1+3+4+6', '2+5+7+8']",856632139.30269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,216815.7534059896,0.0,-388462.13106900034,268936.6537359996,0.9323959572426598,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,0.07888681387415486,0.0,-0.467726378570664,0.6771124778959645
"['1+3+4+6', '2+5+8', '7']",787403090.6109879,-45419.091271993704,-112345.4773330004,157764.56860500015,0.0,0.0,185767.56246398995,0.0,-343532.13106900034,231186.6537359996,0.857044027093924,-0.01931692111905292,-0.09150781819290454,0.9191255344446903,0.0,0.0,0.06759015843517291,0.0,-0.41362857981908574,0.5820678059054203
"['1+3+4+6', '2+7', '5', '8']",665583778.5872419,-39400.04076599423,-93963.94012700045,133363.98089300015,0.0,0.0,7633.150175990071,0.0,-140997.13106900023,47033.19094199961,0.7244505498780427,-0.016756994872627162,-0.07653565905767734,0.7769693873461095,0.0,0.0,0.002777265432734821,0.0,-0.16976706924372698,0.1184173299536686
"['1+3+4+6', '2+7', '5+8']",856079457.1750847,-77682.43753599375,-93963.94012700045,171646.37766300014,0.0,0.0,32355.753405989613,0.0,-204002.13106900034,110038.19094199961,0.9317943937969559,-0.03303865128503425,-0.07653565905767734,1.0,0.0,0.0,0.011772402404344073,0.0,-0.24562800426138076,0.27704751694080076
"['1+3+4+6', '2+7+8', '5']",666136460.7148472,-13838.503559994511,-119525.47733300063,133363.98089300015,0.0,0.0,192093.1501759896,0.0,-325457.13106900034,205931.6537359996,0.7250521133237464,-0.005885570895139747,-0.0973560832964262,0.7769693873461095,0.0,0.0,0.06989167690254539,0.0,-0.39186544355301023,0.5184822909088322
"['1+3+4+6', '2+8', '5', '7']",596907412.023145,-7136.694501994178,-112345.4773330004,119482.17183500016,0.0,0.0,161044.95923398994,0.0,-280527.13106900034,168181.6537359996,0.6497001831750107,-0.003035264706645613,-0.09150781819290454,0.6960949217907998,0.0,0.0,0.058595021463563324,0.0,-0.3377676448014322,0.423437618918288
"['1+3+4+6', '2+8', '5+7']",597057474.0231452,43.3054980058223,-119525.4773330004,119482.17183500019,0.0,0.0,161044.95923398994,0.0,-280527.13106900034,161001.6537359996,0.6498635172313885,1.8418001452080723e-05,-0.0973560832964262,0.6960949217907999,0.0,0.0,0.058595021463563324,0.0,-0.3377676448014322,0.40536024819266925
"['1+3+4+6+7', '2', '5', '8']",664654735.7779295,-83851.84982399363,-49512.13106900081,133363.98089300015,0.0,0.0,7633.150175990071,0.0,-140997.13106900023,91484.99999999948,0.7234393389745932,-0.03566252699854289,-0.04032870032476632,0.7769693873461095,0.0,0.0,0.002777265432734821,0.0,-0.16976706924372698,0.23033541237231503
"['1+3+4+6+7', '2', '5+8']",855150414.3657725,-122134.24659399316,-49512.13106900081,171646.37766300014,0.0,0.0,32355.75340599008,0.0,-204002.13106900034,154489.99999999948,0.9307831828935066,-0.05194418341094997,-0.04032870032476632,1.0,0.0,0.0,0.011772402404344295,0.0,-0.24562800426138076,0.3889655993594472
"['1+3+4+6+7', '2+5', '8']",856607392.80269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,21471.653735999484,0.9323690220676911,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.054060034077685115
"['1+3+4+6+7', '2+5+8']",856627646.3026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,171885.75340599008,0.0,-343532.13106900034,224006.65373599948,0.9323910668645807,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,0.06253936452286701,0.0,-0.41362857981908574,0.5639904351798012
"['1+3+4+6+7', '2+8', '5']",666131967.7148472,-13838.50355999358,-119525.47733300063,133363.98089300015,0.0,0.0,147163.15017599007,0.0,-280527.13106900034,161001.65373599948,0.7250472229456673,-0.005885570895139525,-0.0973560832964262,0.7769693873461095,0.0,0.0,0.05354422755125743,0.0,-0.3377676448014322,0.405360248192669
"['1+3+4+6+7+8', '2', '5']",664672053.2779295,-83851.84982399363,-49512.13106900081,133363.98089300015,0.0,0.0,180808.15017599007,0.0,-314172.13106900034,264659.99999999953,0.72345818810043,-0.03566252699854289,-0.04032870032476632,0.7769693873461095,0.0,0.0,0.06578571282666557,0.0,-0.3782777814361271,0.6663449771925138
"['1+3+4+6+7+8', '2+5']",856624710.30269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,142525.75340599008,0.0,-314172.13106900034,194646.65373599954,0.9323878711935278,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,0.05185694491561532,0.0,-0.3782777814361271,0.49006959889788404
"['1+3+4+6+8', '2', '5', '7']",595443004.5862274,-77150.04076599376,-42332.13106900058,119482.17183500016,0.0,0.0,149759.95923398994,0.0,-269242.13106900034,226909.99999999953,0.6481062579516943,-0.03281222081004875,-0.03448043522124444,0.6960949217907998,0.0,0.0,0.05448905738768339,0.0,-0.32417998268454906,0.5713003052019696
"['1+3+4+6+8', '2', '5+7']",595593066.5862275,-69970.04076599376,-49512.13106900058,119482.17183500019,0.0,0.0,149759.95923398994,0.0,-269242.13106900034,219729.99999999953,0.648269592008072,-0.02975853810195095,-0.0403287003247661,0.6960949217907999,0.0,0.0,0.05448905738768339,0.0,-0.32417998268454906,0.5532229344763508
"['1+3+4+6+8', '2+5', '7']",787395661.6109879,-45419.091271993704,-112345.47733300063,157764.56860500015,0.0,0.0,111477.56246398995,0.0,-269242.13106900034,156896.65373599954,0.8570359410447921,-0.01931692111905292,-0.09150781819290477,0.9191255344446903,0.0,0.0,0.04056028947663315,0.0,-0.32417998268454906,0.3950249269073397
"['1+3+4+6+8', '2+5+7']",856620217.30269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,97595.75340599008,0.0,-269242.13106900034,149716.65373599954,0.9323829808154488,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,0.035509495564327254,0.0,-0.32417998268454906,0.37694755618172104
"['1+3+4+6+8', '2+7', '5']",665596603.0872419,-39400.04076599376,-93963.94012700045,133363.98089300015,0.0,0.0,135878.15017599007,0.0,-269242.13106900034,175278.19094199958,0.7244645086258004,-0.01675699487262694,-0.07653565905767734,0.7769693873461095,0.0,0.0,0.0494382634753775,0.0,-0.32417998268454906,0.4413048520577042
"['1+3+4+7', '2', '5', '6', '8']",70110574.44415283,35630.322011006065,-49512.13106900058,13881.809058000072,0.0,0.0,-1109.6779890102334,0.0,-12772.131069000228,-36740.000000000524,0.07631142140534364,0.015153718413504658,-0.0403287003247661,0.0808744655553102,0.0,0.0,-0.00040374815761379246,0.0,-0.015378236728234018,-0.09250175493861312
"['1+3+4+7', '2', '5', '6+8']",664641913.2779295,-83851.84982399363,-49512.13106900058,133363.98089300015,0.0,0.0,-120591.84982400993,0.0,-12772.131069000345,-36740.000000000524,0.7234253824037231,-0.03566252699854289,-0.0403287003247661,0.7769693873461095,0.0,0.0,-0.04387645575731458,0.0,-0.015378236728234018,-0.09250175493861312
"['1+3+4+7', '2', '5+6', '8']",383623454.4441538,-27374.677988993935,-49512.13106900058,76886.80905800029,0.0,0.0,-1109.6779890102334,0.0,-75777.13106900023,26264.999999999476,0.41755257784088773,-0.011642560002052216,-0.0403287003247661,0.44793726558538327,0.0,0.0,-0.00040374815761379246,0.0,-0.09123917174588758,0.06612843204851904
"['1+3+4+7', '2', '5+6+8']",855137591.8657725,-122134.24659399409,-49512.13106900058,171646.37766300014,0.0,0.0,-95869.24659401039,0.0,-75777.13106900034,26264.999999999476,0.9307692263226365,-0.05194418341095042,-0.0403287003247661,1.0,0.0,0.0,-0.03488131878570511,0.0,-0.0912391717458878,0.06612843204851904
"['1+3+4+7', '2', '5+8', '6']",260606253.03199565,-2652.0747589934617,-49512.13106900058,52164.20582800005,0.0,0.0,23612.92524099024,0.0,-75777.13106900034,26264.999999999476,0.2836552653242569,-0.0011279379989026506,-0.0403287003247661,0.30390507820920065,0.0,0.0,0.008591388813996015,0.0,-0.0912391717458878,0.06612843204851904
"['1+3+4+7', '2+5', '6', '8']",262063231.46891332,67361.27150500612,-119525.47733300063,52164.20582800005,0.0,0.0,-39392.074759010226,0.0,-12772.131069000228,-106753.34626400052,0.28524110449844153,0.02864901810450049,-0.0973560832964262,0.30390507820920065,0.0,0.0,-0.014332516068664036,0.0,-0.015378236728234018,-0.2687771332332429
"['1+3+4+7', '2+5', '6+8']",856594570.30269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-106753.34626400052,0.932355065496821,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.2687771332332429
"['1+3+4+7', '2+5+6', '8']",856607392.80269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,21471.653735999425,0.9323690220676911,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.054060034077685004
