merger,error_of_value,error_thermal,error_renewable,error_nsp,error_1_to_2,error_1_to_3,error_2_to_1,error_2_to_3,error_3_to_1,error_3_to_2,rel_error_of_value,rel_error_thermal,rel_error_renewable,rel_error_nsp,rel_error_1_to_2,rel_error_1_to_3,rel_error_2_to_1,rel_error_2_to_3,rel_error_3_to_1,rel_error_3_to_2
"['1', '2+3', '4+6+8', '5', '7']",594780816.0468853,-107957.17183499411,-11525.000000000466,119482.17183500016,0.0,0.0,-33435.04076601053,0.0,-86047.13106900011,74522.13106899947,0.6473855029289869,-0.045914616831149946,-0.0093873614649147,0.6960949217907998,0.0,0.0,-0.012165093155589002,0.0,-0.10360472690232436,0.18762732459574571
"['1', '2+3', '4+6+8', '5+7']",594930878.0468855,-100777.17183499411,-18705.000000000466,119482.17183500019,0.0,0.0,-33435.04076601053,0.0,-86047.13106900011,67342.13106899947,0.6475488369853646,-0.04286093412305236,-0.015235626568436356,0.6960949217907999,0.0,0.0,-0.012165093155589002,0.0,-0.10360472690232436,0.16954995387012695
"['1', '2+3', '4+7', '5', '6', '8']",69075770.90481067,-13881.809057993814,-6.984919309616089e-10,13881.809058000072,0.0,0.0,-1109.6779890102334,0.0,-12772.131069000228,12772.131068999472,0.07518509588899258,-0.005903988896589052,-6.661338147750939e-16,0.0808744655553102,0.0,0.0,-0.00040374815761379246,0.0,-0.015378236728234018,0.03215690087611378
"['1', '2+3', '4+7', '5', '6+8']",663607109.7385875,-133363.9808929935,-6.984919309616089e-10,133363.98089300015,0.0,0.0,-120591.8498240104,0.0,-12772.131069000345,12772.131068999472,0.7222990568873722,-0.0567202343086366,-6.661338147750939e-16,0.7769693873461095,0.0,0.0,-0.04387645575731458,0.0,-0.015378236728234018,0.03215690087611378
"['1', '2+3', '4+7', '5+6', '8']",382588650.9048117,-76886.80905799381,-6.984919309616089e-10,76886.80905800029,0.0,0.0,-1109.6779890102334,0.0,-75777.13106900023,75777.13106899947,0.41642625232453667,-0.032700267312145925,-6.661338147750939e-16,0.44793726558538327,0.0,0.0,-0.00040374815761379246,0.0,-0.09123917174588758,0.19078708786324594
"['1', '2+3', '4+7', '5+6+8']",854102788.3264303,-171646.37766299397,-6.984919309616089e-10,171646.37766300014,0.0,0.0,-95869.24659401039,0.0,-75777.13106900034,75777.13106899947,0.9296429008062855,-0.07300189072104413,-6.661338147750939e-16,1.0,0.0,0.0,-0.03488131878570511,0.0,-0.0912391717458878,0.19078708786324594
"['1', '2+3', '4+7', '5+8', '6']",259571449.4926536,-52164.20582799334,-6.984919309616089e-10,52164.20582800005,0.0,0.0,23612.925240989774,0.0,-75777.13106900034,75777.13106899947,0.28252893980790594,-0.02218564530899636,-6.661338147750939e-16,0.30390507820920065,0.0,0.0,0.008591388813995793,0.0,-0.0912391717458878,0.19078708786324594
"['1', '2+3', '4+7+8', '5', '6']",69478525.90481067,4823.190942006651,-18705.0000000007,13881.809058000072,0.0,0.0,117095.32201099023,0.0,-130977.13106900034,112272.13106899947,0.07562347207934306,0.002051322392403798,-0.015235626568436578,0.0808744655553102,0.0,0.0,0.0426042698830944,0.0,-0.15770252565390264,0.28267199658628994
"['1', '2+3', '4+7+8', '5+6']",382991405.9048117,-58181.80905799335,-18705.0000000007,76886.80905800029,0.0,0.0,117095.32201099023,0.0,-193982.13106900034,175277.13106899947,0.41686462851488715,-0.024744956023152964,-0.015235626568436578,0.44793726558538327,0.0,0.0,0.0426042698830944,0.0,-0.2335634606715562,0.4413021835734222
"['1', '2+3', '4+8', '5', '6', '7']",249477.21310853958,11525.00000000652,-11525.000000000698,8.731149137020111e-11,0.0,0.0,86047.1310689901,0.0,-86047.13106900034,74522.13106899947,0.0002715419306074107,0.004901628580897821,-0.009387361464914923,5.551115123125783e-16,0.0,0.0,0.03130761444411223,0.0,-0.10360472690232458,0.18762732459574571
"['1', '2+3', '4+8', '5', '6+7']",223971219.21310866,-26224.99999999348,-18705.0000000007,44930.00000000012,0.0,0.0,86047.1310689901,0.0,-130977.13106900034,112272.13106899947,0.2437800892025862,-0.011153597356524214,-0.015235626568436578,0.2617590922204772,0.0,0.0,0.03130761444411223,0.0,-0.15770252565390264,0.28267199658628994
"['1', '2+3', '4+8', '5+6', '7']",313762357.2131095,-51479.99999999348,-11525.000000000698,63005.00000000029,0.0,0.0,86047.1310689901,0.0,-149052.13106900034,137527.13106899947,0.3415126983661514,-0.021894649834659052,-0.009387361464914923,0.3670628000300735,0.0,0.0,0.03130761444411223,0.0,-0.17946566191997815,0.3462575115828779
"['1', '2+3', '4+8', '5+6+7']",537484099.2131089,-89229.99999999348,-18705.0000000007,107935.00000000017,0.0,0.0,86047.1310689901,0.0,-193982.13106900034,175277.13106899947,0.5850212456381294,-0.037949875772080865,-0.015235626568436578,0.6288218922505494,0.0,0.0,0.03130761444411223,0.0,-0.2335634606715562,0.4413021835734222
"['1', '2+3', '4+8', '5+7', '6']",399539.2131086588,18705.00000000652,-18705.0000000007,8.731149137020111e-11,0.0,0.0,86047.1310689901,0.0,-86047.13106900034,67342.13106899947,0.000434875986985106,0.007955311288995515,-0.015235626568436578,5.551115123125783e-16,0.0,0.0,0.03130761444411223,0.0,-0.10360472690232458,0.16954995387012695
"['1', '2+3+4', '5', '6', '7', '8']",679471.4247794151,32449.48381200619,-32449.483812000602,8.731149137020111e-11,0.0,0.0,12772.1310689901,0.0,-12772.131069000228,-19677.35274300055,0.0007395664725373674,0.013800895209390096,-0.026430805543873337,5.551115123125783e-16,0.0,0.0,0.004647045754692325,0.0,-0.015378236728234018,-0.04954245131392643
"['1', '2+3+4', '5', '6', '7+8']",69908520.11648154,25747.674754006788,-39629.483812000835,13881.809058000072,0.0,0.0,43820.3220109907,0.0,-57702.13106900046,18072.64725699945,0.07609149662127301,0.010950589020896295,-0.03227907064739499,0.0808744655553102,0.0,0.0,0.01594370119367472,0.0,-0.06947603547981229,0.0455022206766178
"['1', '2+3+4', '5', '6+7', '8']",224401213.42477942,-5300.51618799381,-39629.4838120006,44930.00000000012,0.0,0.0,12772.1310689901,0.0,-57702.13106900023,18072.64725699945,0.24424811374451605,-0.002254330728031828,-0.03227907064739477,0.2617590922204772,0.0,0.0,0.004647045754692325,0.0,-0.06947603547981207,0.0455022206766178
"['1', '2+3+4', '5', '6+7+8']",664439858.9502583,-93734.49708099291,-39629.483812000835,133363.98089300015,0.0,0.0,-75661.84982400946,0.0,-57702.13106900058,18072.64725699945,0.7232054576196525,-0.03986565639115125,-0.03227907064739499,0.7769693873461095,0.0,0.0,-0.02752900640602629,0.0,-0.06947603547981251,0.0455022206766178
"['1', '2+3+4', '5', '6+8', '7']",595210810.2585561,-87032.6880229935,-32449.483812000602,119482.17183500016,0.0,0.0,-106710.04076601006,0.0,-12772.131069000345,-19677.35274300055,0.6478535274709167,-0.03701535020265734,-0.026430805543873337,0.6960949217907998,0.0,0.0,-0.03882566184500846,0.0,-0.015378236728234018,-0.04954245131392643
"['1', '2+3+4', '5+6', '7', '8']",314192351.42478037,-30555.51618799381,-32449.483812000602,63005.00000000029,0.0,0.0,12772.1310689901,0.0,-75777.13106900023,43327.64725699945,0.34198072290808135,-0.012995383206166666,-0.026430805543873337,0.3670628000300735,0.0,0.0,0.004647045754692325,0.0,-0.09123917174588758,0.10908773567320573
"['1', '2+3+4', '5+6', '7+8']",383421400.1164825,-37257.32524599321,-39629.483812000835,76886.80905800029,0.0,0.0,43820.3220109907,0.0,-120707.13106900046,81077.64725699945,0.4173326530568171,-0.015845689394660578,-0.03227907064739499,0.44793726558538327,0.0,0.0,0.01594370119367472,0.0,-0.14533697049746586,0.20413240766374996
"['1', '2+3+4', '5+6+7', '8']",537914093.4247797,-68305.51618799381,-39629.4838120006,107935.00000000017,0.0,0.0,12772.1310689901,0.0,-120707.13106900023,81077.64725699945,0.5854892701800594,-0.0290506091435887,-0.03227907064739477,0.6288218922505494,0.0,0.0,0.004647045754692325,0.0,-0.14533697049746563,0.20413240766374996
"['1', '2+3+4', '5+6+7+8']",854935537.5381012,-132016.89385099337,-39629.4838120006,171646.37766300014,0.0,0.0,-50939.24659400992,0.0,-120707.13106900034,81077.64725699945,0.9305493015385659,-0.05614731280355878,-0.03227907064739477,1.0,0.0,0.0,-0.018533869434416816,0.0,-0.14533697049746586,0.20413240766374996
"['1', '2+3+4', '5+6+8', '7']",785706488.8463991,-125315.08479299396,-32449.483812000602,157764.56860500015,0.0,0.0,-81987.43753601005,0.0,-75777.13106900034,43327.64725699945,0.8551973713898302,-0.05329700661506509,-0.026430805543873337,0.9191255344446903,0.0,0.0,-0.02983052487339899,0.0,-0.0912391717458878,0.10908773567320573
"['1', '2+3+4', '5+7', '6', '8']",829533.4247794151,39629.48381200619,-39629.4838120006,8.731149137020111e-11,0.0,0.0,12772.1310689901,0.0,-12772.131069000228,-26857.35274300055,0.0009029005289149516,0.01685457791748779,-0.03227907064739477,5.551115123125783e-16,0.0,0.0,0.004647045754692325,0.0,-0.015378236728234018,-0.0676198220395452
"['1', '2+3+4', '5+7', '6+8']",595360872.2585562,-79852.6880229935,-39629.4838120006,119482.17183500019,0.0,0.0,-106710.04076601006,0.0,-12772.131069000345,-26857.35274300055,0.6480168615272945,-0.03396166749455953,-0.03227907064739477,0.6960949217907999,0.0,0.0,-0.03882566184500846,0.0,-0.015378236728234018,-0.0676198220395452
"['1', '2+3+4', '5+7+8', '6']",260404198.70432436,-12534.72201599367,-39629.4838120006,52164.20582800005,0.0,0.0,68542.92524099024,0.0,-120707.13106900034,81077.64725699945,0.2834353405401864,-0.005331067391511457,-0.03227907064739477,0.30390507820920065,0.0,0.0,0.024938838165284083,0.0,-0.14533697049746586,0.20413240766374996
"['1', '2+3+4', '5+8', '6', '7']",191175150.01262224,-5832.912957993336,-32449.483812000602,38282.39677000005,0.0,0.0,37494.73429899011,0.0,-75777.13106900034,43327.64725699945,0.20808341039145062,-0.002480761203017101,-0.026430805543873337,0.2230306126538909,0.0,0.0,0.01364218272630191,0.0,-0.0912391717458878,0.10908773567320573
"['1', '2+3+4', '5+8', '6+7']",414896892.01262236,-43582.912957993336,-39629.4838120006,83212.3967700001,0.0,0.0,37494.73429899011,0.0,-120707.13106900034,81077.64725699945,0.4515919576634295,-0.018535987140439136,-0.03227907064739477,0.4847897048743677,0.0,0.0,0.01364218272630191,0.0,-0.14533697049746586,0.20413240766374996
"['1', '2+3+4+5', '6', '7', '8']",192838675.7772112,74063.08056300646,-112345.47733300063,38282.39677000005,0.0,0.0,-25510.265701009892,0.0,-12772.131069000228,-99573.34626400052,0.20989406472778493,0.031499324292994735,-0.09150781819290477,0.2230306126538909,0.0,0.0,-0.009281722156357919,0.0,-0.015378236728234018,-0.25069976250762416
"['1', '2+3+4+5', '6', '7+8']",262067724.46891332,67361.27150500659,-119525.47733300063,52164.20582800005,0.0,0.0,5537.92524099024,0.0,-57702.13106900046,-61823.34626400052,0.2852459948765206,0.028649018104500712,-0.0973560832964262,0.30390507820920065,0.0,0.0,0.002014933282624254,0.0,-0.06947603547981229,-0.15565509051707993
"['1', '2+3+4+5', '6+7', '8']",416560417.77721125,36313.08056300646,-119525.47733300063,83212.3967700001,0.0,0.0,-25510.265701009892,0.0,-57702.13106900023,-61823.34626400052,0.4534026119997637,0.01544409835557281,-0.0973560832964262,0.4847897048743677,0.0,0.0,-0.009281722156357919,0.0,-0.06947603547981207,-0.15565509051707993
"['1', '2+3+4+5', '6+7+8']",856599063.3026901,-52120.90032999311,-119525.47733300086,171646.37766300014,0.0,0.0,-113944.24659400946,0.0,-57702.13106900058,-61823.34626400052,0.9323599558749002,-0.02216722730754661,-0.09735608329642642,1.0,0.0,0.0,-0.041457774317076534,0.0,-0.06947603547981251,-0.15565509051707993
"['1', '2+3+4+5', '6+8', '7']",787370014.6109879,-45419.091271993704,-112345.47733300063,157764.56860500015,0.0,0.0,-144992.43753601005,0.0,-12772.131069000345,-99573.34626400052,0.8570080257261644,-0.01931692111905292,-0.09150781819290477,0.9191255344446903,0.0,0.0,-0.05275442975605893,0.0,-0.015378236728234018,-0.25069976250762416
"['1', '2+3+4+5+6', '7', '8']",787382837.1109879,-45419.09127199324,-112345.47733300063,157764.56860500015,0.0,0.0,-16767.437536010053,0.0,-140997.13106900023,28651.653735999425,0.8570219822970344,-0.0193169211190527,-0.09150781819290477,0.9191255344446903,0.0,0.0,-0.006100708566009638,0.0,-0.16976706924372698,0.07213740480330377
"['1', '2+3+4+5+6', '7+8']",856611885.8026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,66401.65373599943,0.9323739124457702,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.167182076793848
"['1', '2+3+4+5+6+7', '8']",856607392.80269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,21471.653735999484,0.9323690220676911,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.054060034077685115
"['1', '2+3+4+5+6+7+8']",856628447.8026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,179900.75340599054,0.0,-351547.13106900034,232021.65373599948,0.9323919392523017,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,0.06545556319971058,0.0,-0.4232790106446789,0.5841701185176611
"['1', '2+3+4+5+6+8', '7']",787399399.1109879,-45419.09127199277,-112345.47733300063,157764.56860500015,0.0,0.0,148852.5624639904,0.0,-306617.13106900034,194271.65373599948,0.8570400091035659,-0.019316921119052477,-0.09150781819290477,0.9191255344446903,0.0,0.0,0.0541589077607284,0.0,-0.3691812118931008,0.48912544652711687
"['1', '2+3+4+5+7', '6', '8']",262063231.46891332,67361.27150500612,-119525.47733300063,52164.20582800005,0.0,0.0,-39392.074759010226,0.0,-12772.131069000228,-106753.3462640004,0.28524110449844153,0.02864901810450049,-0.0973560832964262,0.30390507820920065,0.0,0.0,-0.014332516068664036,0.0,-0.015378236728234018,-0.2687771332332427
"['1', '2+3+4+5+7', '6+8']",856594570.30269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-106753.3462640004,0.932355065496821,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.2687771332332427
"['1', '2+3+4+5+7+8', '6']",262097108.96891332,67361.27150500659,-119525.47733300086,52164.20582800005,0.0,0.0,299382.92524099024,0.0,-351547.13106900034,232021.65373599948,0.2852779782539222,0.028649018104500712,-0.09735608329642642,0.30390507820920065,0.0,0.0,0.10892827079941136,0.0,-0.4232790106446789,0.5841701185176611
"['1', '2+3+4+5+8', '6', '7']",192868060.27721107,74063.08056300599,-112345.47733300063,38282.39677000005,0.0,0.0,268334.73429898964,0.0,-306617.13106900034,194271.65373599948,0.20992604810518634,0.03149932429299451,-0.09150781819290477,0.2230306126538909,0.0,0.0,0.09763161536042897,0.0,-0.3691812118931008,0.48912544652711687
"['1', '2+3+4+5+8', '6+7']",416589802.27721125,36313.08056300599,-119525.47733300063,83212.3967700001,0.0,0.0,268334.73429898964,0.0,-351547.13106900034,232021.65373599948,0.45343459537716524,0.015444098355572589,-0.0973560832964262,0.4847897048743677,0.0,0.0,0.09763161536042897,0.0,-0.4232790106446789,0.5841701185176611
"['1', '2+3+4+6', '5', '7', '8']",596893459.0231451,-7136.694501993246,-112345.47733300063,119482.17183500016,0.0,0.0,21514.959233990405,0.0,-140997.13106900023,28651.653735999425,0.6496849961184032,-0.003035264706645169,-0.09150781819290477,0.6960949217907998,0.0,0.0,0.007828059345040828,0.0,-0.16976706924372698,0.07213740480330377
"['1', '2+3+4+6', '5', '7+8']",666122507.7148472,-13838.503559992649,-119525.47733300063,133363.98089300015,0.0,0.0,52563.15017599054,0.0,-185927.13106900046,66401.65373599943,0.725036926267139,-0.005885570895139081,-0.0973560832964262,0.7769693873461095,0.0,0.0,0.019124714784023,0.0,-0.22386486799530525,0.167182076793848
"['1', '2+3+4+6', '5+7', '8']",597043521.0231452,43.30549800675362,-119525.47733300063,119482.17183500019,0.0,0.0,21514.959233990405,0.0,-140997.13106900023,21471.653735999425,0.6498483301747809,1.8418001452524813e-05,-0.0973560832964262,0.6960949217907999,0.0,0.0,0.007828059345040828,0.0,-0.16976706924372698,0.054060034077685004
"['1', '2+3+4+6', '5+7+8']",856618186.3026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,77285.75340599054,0.0,-248932.13106900034,129406.65373599943,0.9323807701860523,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,0.028119851755632586,0.0,-0.2997258030129588,0.32581226378098016
"['1', '2+3+4+6', '5+8', '7']",787389137.6109879,-45419.09127199324,-112345.47733300063,157764.56860500015,0.0,0.0,46237.56246398995,0.0,-204002.13106900034,91656.65373599943,0.8570288400373165,-0.0193169211190527,-0.09150781819290477,0.9191255344446903,0.0,0.0,0.01682319631665019,0.0,-0.24562800426138076,0.23076759179043593
"['1', '2+3+4+6+7', '5', '8']",666118014.7148472,-13838.50355999358,-119525.47733300063,133363.98089300015,0.0,0.0,7633.150175990071,0.0,-140997.13106900023,21471.653735999542,0.7250320358890598,-0.005885570895139525,-0.0973560832964262,0.7769693873461095,0.0,0.0,0.002777265432734821,0.0,-0.16976706924372698,0.05406003407768534
"['1', '2+3+4+6+7', '5+8']",856613693.30269,-52120.90032999357,-119525.47733300063,171646.37766300014,0.0,0.0,32355.75340599008,0.0,-204002.13106900034,84476.65373599954,0.9323758798079731,-0.022167227307546833,-0.0973560832964262,1.0,0.0,0.0,0.011772402404344295,0.0,-0.24562800426138076,0.2126902210648175
"['1', '2+3+4+6+7+8', '5']",666132769.2148472,-13838.50355999358,-119525.47733300063,133363.98089300015,0.0,0.0,155178.15017599007,0.0,-288542.13106900034,169016.65373599948,0.7250480953333883,-0.005885570895139525,-0.0973560832964262,0.7769693873461095,0.0,0.0,0.05646042622810088,0.0,-0.3474180756270253,0.42553993153052894
"['1', '2+3+4+6+8', '5', '7']",596903720.5231451,-7136.694501993246,-112345.47733300063,119482.17183500016,0.0,0.0,124129.9592339904,0.0,-243612.13106900034,131266.65373599948,0.6496961651846527,-0.003035264706645169,-0.09150781819290477,0.6960949217907998,0.0,0.0,0.04516377078911882,0.0,-0.29332027687544726,0.3304952595399846
"['1', '2+3+4+6+8', '5+7']",597053782.5231452,43.30549800675362,-119525.47733300063,119482.17183500019,0.0,0.0,124129.9592339904,0.0,-243612.13106900034,124086.65373599948,0.6498594992410303,1.8418001452524813e-05,-0.0973560832964262,0.6960949217907999,0.0,0.0,0.04516377078911882,0.0,-0.29332027687544726,0.31241788881436594
"['1', '2+3+4+7', '5', '6', '8']",70833069.92579365,70199.48381200619,-84081.2928700007,13881.809058000072,0.0,0.0,-1109.6779890102334,0.0,-12772.131069000228,-71309.16180100053,0.07709781714664321,0.02985612114681202,-0.06848602938030623,0.0808744655553102,0.0,0.0,-0.00040374815761379246,0.0,-0.015378236728234018,-0.17953790445819195
"['1', '2+3+4+7', '5', '6+8']",665364408.7595705,-49282.688022993505,-84081.2928700007,133363.98089300015,0.0,0.0,-120591.84982400993,0.0,-12772.131069000345,-71309.16180100053,0.7242117781450228,-0.020960124265235525,-0.06848602938030623,0.7769693873461095,0.0,0.0,-0.04387645575731458,0.0,-0.015378236728234018,-0.17953790445819195
"['1', '2+3+4+7', '5+6', '8']",384345949.9257947,7194.48381200619,-84081.2928700007,76886.80905800029,0.0,0.0,-1109.6779890102334,0.0,-75777.13106900023,-8304.161801000533,0.4183389735821874,0.003059842731255258,-0.06848602938030623,0.44793726558538327,0.0,0.0,-0.00040374815761379246,0.0,-0.09123917174588758,-0.020907717471059684
"['1', '2+3+4+7', '5+6+8']",855860087.3474134,-87565.08479299396,-84081.2928700007,171646.37766300014,0.0,0.0,-95869.24659401039,0.0,-75777.13106900034,-8304.161801000533,0.9315556220639362,-0.037241780677643055,-0.06848602938030623,1.0,0.0,0.0,-0.03488131878570511,0.0,-0.0912391717458878,-0.020907717471059684
"['1', '2+3+4+7', '5+8', '6']",261328748.5136366,31917.087042006664,-84081.2928700007,52164.20582800005,0.0,0.0,23612.92524099024,0.0,-75777.13106900034,-8304.161801000533,0.2844416610655567,0.013574464734404712,-0.06848602938030623,0.30390507820920065,0.0,0.0,0.008591388813996015,0.0,-0.0912391717458878,-0.020907717471059684
"['1', '2+3+4+7+8', '5', '6']",71601430.38107038,105643.66827500658,-119525.47733300063,13881.809058000072,0.0,0.0,274660.32201099023,0.0,-288542.13106900034,169016.65373599948,0.07793413433500873,0.04493067451690813,-0.0973560832964262,0.0808744655553102,0.0,0.0,0.09993313382780178,0.0,-0.3474180756270253,0.42553993153052894
"['1', '2+3+4+7+8', '5+6']",385114310.3810714,42638.66827500658,-119525.47733300063,76886.80905800029,0.0,0.0,274660.32201099023,0.0,-351547.13106900034,232021.65373599948,0.4191752907705528,0.01813439610135137,-0.0973560832964262,0.44793726558538327,0.0,0.0,0.09993313382780178,0.0,-0.4232790106446789,0.5841701185176611
"['1', '2+3+4+8', '5', '6', '7']",2372381.689368248,112345.47733300645,-112345.47733300063,8.731149137020111e-11,0.0,0.0,243612.1310689901,0.0,-243612.13106900034,131266.65373599948,0.002582204186273085,0.047780980705402154,-0.09150781819290477,5.551115123125783e-16,0.0,0.0,0.0886364783888196,0.0,-0.29332027687544726,0.3304952595399846
"['1', '2+3+4+8', '5', '6+7']",226094123.68936837,74595.47733300645,-119525.47733300063,44930.00000000012,0.0,0.0,243612.1310689901,0.0,-288542.13106900034,169016.65373599948,0.24609075145825188,0.03172575476798023,-0.0973560832964262,0.2617590922204772,0.0,0.0,0.0886364783888196,0.0,-0.3474180756270253,0.42553993153052894
"['1', '2+3+4+8', '5+6', '7']",315885261.6893692,49340.47733300645,-112345.47733300063,63005.00000000029,0.0,0.0,243612.1310689901,0.0,-306617.13106900034,194271.65373599948,0.34382336062181706,0.02098470228984539,-0.09150781819290477,0.3670628000300735,0.0,0.0,0.0886364783888196,0.0,-0.3691812118931008,0.48912544652711687
"['1', '2+3+4+8', '5+6+7']",539607003.6893686,11590.477333006449,-119525.47733300063,107935.00000000017,0.0,0.0,243612.1310689901,0.0,-351547.13106900034,232021.65373599948,0.5873319078937951,0.0049294763524234675,-0.0973560832964262,0.6288218922505494,0.0,0.0,0.0886364783888196,0.0,-0.4232790106446789,0.5841701185176611
"['1', '2+3+4+8', '5+7', '6']",2522443.689368367,119525.47733300645,-119525.47733300063,8.731149137020111e-11,0.0,0.0,243612.1310689901,0.0,-243612.13106900034,124086.65373599948,0.00274553824265078,0.05083466341349985,-0.0973560832964262,5.551115123125783e-16,0.0,0.0,0.0886364783888196,0.0,-0.29332027687544726,0.31241788881436594
"['1', '2+3+5', '4', '6', '7', '8']",192597803.2772112,62538.08056300646,-100820.47733300063,38282.39677000005,0.0,0.0,-25510.265701009892,0.0,-12772.131069000228,-88048.34626400052,0.20963188854397552,0.02659769571209969,-0.08212045672799029,0.2230306126538909,0.0,0.0,-0.009281722156357919,0.0,-0.015378236728234018,-0.2216828129793853
"['1', '2+3+5', '4', '6', '7+8']",261826851.96891332,55836.27150500659,-108000.47733300063,52164.20582800005,0.0,0.0,5537.92524099024,0.0,-57702.13106900046,-50298.34626400052,0.28498381869271117,0.023747389523605666,-0.08796872183151194,0.30390507820920065,0.0,0.0,0.002014933282624254,0.0,-0.06947603547981229,-0.12663814098884085
"['1', '2+3+5', '4', '6+7', '8']",416319545.27721125,24788.080563006457,-108000.47733300063,83212.3967700001,0.0,0.0,-25510.265701009892,0.0,-57702.13106900023,-50298.34626400052,0.4531404358159542,0.010542469774677765,-0.08796872183151194,0.4847897048743677,0.0,0.0,-0.009281722156357919,0.0,-0.06947603547981207,-0.12663814098884085
"['1', '2+3+5', '4', '6+7+8']",856358190.8026901,-63645.90032999311,-108000.47733300086,171646.37766300014,0.0,0.0,-113944.24659400946,0.0,-57702.13106900058,-50298.34626400052,0.9320977796910906,-0.027068855888441767,-0.08796872183151194,1.0,0.0,0.0,-0.041457774317076534,0.0,-0.06947603547981251,-0.12663814098884085
"['1', '2+3+5', '4', '6+8', '7']",787129142.1109879,-56944.091271993704,-100820.47733300063,157764.56860500015,0.0,0.0,-144992.43753601005,0.0,-12772.131069000345,-88048.34626400052,0.8567458495423549,-0.024218549699947856,-0.08212045672799029,0.9191255344446903,0.0,0.0,-0.05275442975605893,0.0,-0.015378236728234018,-0.2216828129793853
"['1', '2+3+5', '4+6', '7', '8']",703251514.2770808,-28512.435624993406,-112345.47733300063,140857.91295800015,0.0,0.0,-54810.781889009755,0.0,-86047.13106900023,-26298.346264000516,0.7654497639680953,-0.012126452873787219,-0.09150781819290477,0.8206285205421104,0.0,0.0,-0.01994249901702827,0.0,-0.10360472690232436,-0.06621238925975326
"['1', '2+3+5', '4+6', '7+8']",772480562.9687829,-35214.24468299281,-119525.47733300063,154739.72201600016,0.0,0.0,-23762.590947009157,0.0,-130977.13106900046,11451.653735999484,0.840801694116831,-0.014976759062280909,-0.0973560832964262,0.9015029860974202,0.0,0.0,-0.008645843578046097,0.0,-0.15770252565390286,0.02883228273079108
"['1', '2+3+5', '4+6+7', '8']",856606390.8026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,-40669.246594009455,0.0,-130977.13106900023,11451.653735999484,0.9323679314469844,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,-0.014797205627656629,0.0,-0.15770252565390241,0.02883228273079108
"['1', '2+3+5', '4+6+7+8']",856606390.8026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,-40669.24659400992,0.0,-130977.13106900034,11451.653735999484,0.9323679314469844,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,-0.014797205627656851,0.0,-0.15770252565390264,0.02883228273079108
"['1', '2+3+5', '4+6+8', '7']",787377342.1109879,-45419.091271993704,-112345.4773330004,157764.56860500015,0.0,0.0,-71717.43753601005,0.0,-86047.13106900011,-26298.346264000516,0.8570160012982486,-0.01931692111905292,-0.09150781819290454,0.9191255344446903,0.0,0.0,-0.026093861066639024,0.0,-0.10360472690232436,-0.06621238925975326
"['1', '2+3+5', '4+7', '6', '8']",261672296.96891332,48656.27150500659,-100820.47733300063,52164.20582800005,0.0,0.0,-39392.07475900976,0.0,-12772.131069000228,-88048.34626400052,0.2848155942582544,0.020693706815507973,-0.08212045672799029,0.30390507820920065,0.0,0.0,-0.014332516068663814,0.0,-0.015378236728234018,-0.2216828129793853
"['1', '2+3+5', '4+7', '6+8']",856203635.80269,-70825.90032999357,-100820.47733300063,171646.37766300014,0.0,0.0,-158874.24659400992,0.0,-12772.131069000345,-88048.34626400052,0.9319295552566339,-0.030122538596539572,-0.08212045672799029,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.2216828129793853
"['1', '2+3+5', '4+7+8', '6']",262075051.96891332,67361.27150500659,-119525.47733300063,52164.20582800005,0.0,0.0,78812.92524099024,0.0,-130977.13106900034,11451.653735999484,0.2852539704486049,0.028649018104500712,-0.0973560832964262,0.30390507820920065,0.0,0.0,0.02867550197204405,0.0,-0.15770252565390264,0.02883228273079108
"['1', '2+3+5', '4+8', '6', '7']",192846003.2772112,74063.08056300692,-112345.47733300063,38282.39677000005,0.0,0.0,47764.734298990574,0.0,-86047.13106900034,-26298.346264000516,0.20990204029986925,0.03149932429299496,-0.09150781819290477,0.2230306126538909,0.0,0.0,0.017378846533062098,0.0,-0.10360472690232458,-0.06621238925975326
